Date;Ano;Mes;mes_nome;indice ONI;Classificacao;Intensidade;DP_Referencia
01/12/2004;2004;12;dezembro;0,69;El Nino;Fraco;0,5
01/01/2005;2005;1;janeiro;0,64;El Nino;Fraco;0,5
01/02/2005;2005;2;fevereiro;0,58;El Nino;Fraco;0,5
01/03/2005;2005;3;março;0,45;Neutro;Normal;0
01/04/2005;2005;4;abril;0,43;Neutro;Normal;0
01/05/2005;2005;5;maio;0,29;Neutro;Normal;0
01/06/2005;2005;6;junho;0,11;Neutro;Normal;0
01/07/2005;2005;7;julho;-0,06;Neutro;Normal;0
01/08/2005;2005;8;agosto;-0,14;Neutro;Normal;0
01/09/2005;2005;9;setembro;-0,11;Neutro;Normal;0
01/10/2005;2005;10;outubro;-0,29;Neutro;Normal;0
01/11/2005;2005;11;novembro;-0,57;La Nina;Fraco;-0,5
01/12/2005;2005;12;dezembro;-0,81;La Nina;Fraco;-0,5
01/01/2006;2006;1;janeiro;-0,79;La Nina;Fraco;-0,5
01/02/2006;2006;2;fevereiro;-0,67;La Nina;Fraco;-0,5
01/03/2006;2006;3;março;-0,47;Neutro;Normal;0
01/04/2006;2006;4;abril;-0,28;Neutro;Normal;0
01/05/2006;2006;5;maio;-0,05;Neutro;Normal;0
01/06/2006;2006;6;junho;0,04;Neutro;Normal;0
01/07/2006;2006;7;julho;0,12;Neutro;Normal;0
01/08/2006;2006;8;agosto;0,27;Neutro;Normal;0
01/09/2006;2006;9;setembro;0,48;Neutro;Normal;0
01/10/2006;2006;10;outubro;0,71;El Nino;Fraco;0,5
01/11/2006;2006;11;novembro;0,9;El Nino;Fraco;0,5
01/12/2006;2006;12;dezembro;0,95;Neutro;Normal;0
01/01/2007;2007;1;janeiro;0,71;El Nino;Fraco;0,5
01/02/2007;2007;2;fevereiro;0,32;Neutro;Normal;0
01/03/2007;2007;3;março;-0,03;Neutro;Normal;0
01/04/2007;2007;4;abril;-0,23;Neutro;Normal;0
01/05/2007;2007;5;maio;-0,29;Neutro;Normal;0
01/06/2007;2007;6;junho;-0,41;Neutro;Normal;0
01/07/2007;2007;7;julho;-0,54;La Nina;Fraco;-0,5
01/08/2007;2007;8;agosto;-0,84;La Nina;Fraco;-0,5
01/09/2007;2007;9;setembro;-1,13;La Nina;Moderado;-0,5
01/10/2007;2007;10;outubro;-1,4;La Nina;Moderado;-0,5
01/11/2007;2007;11;novembro;-1,54;La Nina;Forte;-0,5
01/12/2007;2007;12;dezembro;-1,6;La Nina;Forte;-0,5
01/01/2008;2008;1;janeiro;-1,59;La Nina;Forte;-0,5
01/02/2008;2008;2;fevereiro;-1,42;Neutro;Normal;0
01/03/2008;2008;3;março;-1,19;La Nina;Moderado;-0,5
01/04/2008;2008;4;abril;-0,92;Neutro;Normal;0
01/05/2008;2008;5;maio;-0,75;La Nina;Fraco;-0,5
01/06/2008;2008;6;junho;-0,54;La Nina;Fraco;-0,5
01/07/2008;2008;7;julho;-0,35;Neutro;Normal;0
01/08/2008;2008;8;agosto;-0,26;Neutro;Normal;0
01/09/2008;2008;9;setembro;-0,3;Neutro;Normal;0
01/10/2008;2008;10;outubro;-0,41;Neutro;Normal;0
01/11/2008;2008;11;novembro;-0,6;La Nina;Fraco;-0,5
01/12/2008;2008;12;dezembro;-0,73;La Nina;Fraco;-0,5
01/01/2009;2009;1;janeiro;-0,8;La Nina;Fraco;-0,5
01/02/2009;2009;2;fevereiro;-0,69;La Nina;Fraco;-0,5
01/03/2009;2009;3;março;-0,52;La Nina;Fraco;-0,5
01/04/2009;2009;4;abril;-0,24;Neutro;Normal;0
01/05/2009;2009;5;maio;0,09;Neutro;Normal;0
01/06/2009;2009;6;junho;0,35;Neutro;Normal;0
01/07/2009;2009;7;julho;0,47;Neutro;Normal;0
01/08/2009;2009;8;agosto;0,54;El Nino;Fraco;0,5
01/09/2009;2009;9;setembro;0,65;El Nino;Fraco;0,5
01/10/2009;2009;10;outubro;0,95;Neutro;Normal;0
01/11/2009;2009;11;novembro;1,31;El Nino;Moderado;0,5
01/12/2009;2009;12;dezembro;1,57;El Nino;Forte;0,5
01/01/2010;2010;1;janeiro;1,55;El Nino;Forte;0,5
01/02/2010;2010;2;fevereiro;1,31;El Nino;Moderado;0,5
01/03/2010;2010;3;março;0,94;Neutro;Normal;0
01/04/2010;2010;4;abril;0,44;Neutro;Normal;0
01/05/2010;2010;5;maio;-0,09;Neutro;Normal;0
01/06/2010;2010;6;junho;-0,59;La Nina;Fraco;-0,5
01/07/2010;2010;7;julho;-1,03;La Nina;Moderado;-0,5
01/08/2010;2010;8;agosto;-1,38;La Nina;Moderado;-0,5
01/09/2010;2010;9;setembro;-1,61;La Nina;Forte;-0,5
01/10/2010;2010;10;outubro;-1,7;La Nina;Forte;-0,5
01/11/2010;2010;11;novembro;-1,69;La Nina;Forte;-0,5
01/12/2010;2010;12;dezembro;-1,59;La Nina;Forte;-0,5
01/01/2011;2011;1;janeiro;-1,37;La Nina;Moderado;-0,5
01/02/2011;2011;2;fevereiro;-1,09;La Nina;Moderado;-0,5
01/03/2011;2011;3;março;-0,83;La Nina;Fraco;-0,5
01/04/2011;2011;4;abril;-0,64;La Nina;Fraco;-0,5
01/05/2011;2011;5;maio;-0,47;Neutro;Normal;0
01/06/2011;2011;6;junho;-0,38;Neutro;Normal;0
01/07/2011;2011;7;julho;-0,46;Neutro;Normal;0
01/08/2011;2011;8;agosto;-0,65;La Nina;Fraco;-0,5
01/09/2011;2011;9;setembro;-0,89;La Nina;Fraco;-0,5
01/10/2011;2011;10;outubro;-1,06;La Nina;Moderado;-0,5
01/11/2011;2011;11;novembro;-1,14;La Nina;Moderado;-0,5
01/12/2011;2011;12;dezembro;-1,03;La Nina;Moderado;-0,5
01/01/2012;2012;1;janeiro;-0,81;La Nina;Fraco;-0,5
01/02/2012;2012;2;fevereiro;-0,62;La Nina;Fraco;-0,5
01/03/2012;2012;3;março;-0,5;La Nina;Fraco;-0,5
01/04/2012;2012;4;abril;-0,38;Neutro;Normal;0
01/05/2012;2012;5;maio;-0,18;Neutro;Normal;0
01/06/2012;2012;6;junho;0,05;Neutro;Normal;0
01/07/2012;2012;7;julho;0,27;Neutro;Normal;0
01/08/2012;2012;8;agosto;0,33;Neutro;Normal;0
01/09/2012;2012;9;setembro;0,31;Neutro;Normal;0
01/10/2012;2012;10;outubro;0,21;Neutro;Normal;0
01/11/2012;2012;11;novembro;0,01;Neutro;Normal;0
01/12/2012;2012;12;dezembro;-0,21;Neutro;Normal;0
01/01/2013;2013;1;janeiro;-0,38;Neutro;Normal;0
01/02/2013;2013;2;fevereiro;-0,33;Neutro;Normal;0
01/03/2013;2013;3;março;-0,24;Neutro;Normal;0
01/04/2013;2013;4;abril;-0,21;Neutro;Normal;0
01/05/2013;2013;5;maio;-0,27;Neutro;Normal;0
01/06/2013;2013;6;junho;-0,34;Neutro;Normal;0
01/07/2013;2013;7;julho;-0,38;Neutro;Normal;0
01/08/2013;2013;8;agosto;-0,35;Neutro;Normal;0
01/09/2013;2013;9;setembro;-0,31;Neutro;Normal;0
01/10/2013;2013;10;outubro;-0,23;Neutro;Normal;0
01/11/2013;2013;11;novembro;-0,22;Neutro;Normal;0
01/12/2013;2013;12;dezembro;-0,27;Neutro;Normal;0
01/01/2014;2014;1;janeiro;-0,37;Neutro;Normal;0
01/02/2014;2014;2;fevereiro;-0,36;Neutro;Normal;0
01/03/2014;2014;3;março;-0,17;Neutro;Normal;0
01/04/2014;2014;4;abril;0,13;Neutro;Normal;0
01/05/2014;2014;5;maio;0,3;Neutro;Normal;0
01/06/2014;2014;6;junho;0,23;Neutro;Normal;0
01/07/2014;2014;7;julho;0,07;Neutro;Normal;0
01/08/2014;2014;8;agosto;0,03;Neutro;Normal;0
01/09/2014;2014;9;setembro;0,18;Neutro;Normal;0
01/10/2014;2014;10;outubro;0,44;Neutro;Normal;0
01/11/2014;2014;11;novembro;0,59;El Nino;Fraco;0,5
01/12/2014;2014;12;dezembro;0,66;El Nino;Fraco;0,5
01/01/2015;2015;1;janeiro;0,6;El Nino;Fraco;0,5
01/02/2015;2015;2;fevereiro;0,56;El Nino;Fraco;0,5
01/03/2015;2015;3;março;0,62;El Nino;Fraco;0,5
01/04/2015;2015;4;abril;0,79;El Nino;Fraco;0,5
01/05/2015;2015;5;maio;1,02;El Nino;Moderado;0,5
01/06/2015;2015;6;junho;1,25;El Nino;Moderado;0,5
01/07/2015;2015;7;julho;1,54;El Nino;Forte;0,5
01/08/2015;2015;8;agosto;1,83;El Nino;Forte;0,5
01/09/2015;2015;9;setembro;2,11;El Nino;Muito Forte;0,5
01/10/2015;2015;10;outubro;2,37;El Nino;Muito Forte;0,5
01/11/2015;2015;11;novembro;2,53;El Nino;Muito Forte;0,5
01/12/2015;2015;12;dezembro;2,64;El Nino;Muito Forte;0,5
01/01/2016;2016;1;janeiro;2,53;El Nino;Muito Forte;0,5
01/02/2016;2016;2;fevereiro;2,23;El Nino;Muito Forte;0,5
01/03/2016;2016;3;março;1,68;El Nino;Forte;0,5
01/04/2016;2016;4;abril;1,03;El Nino;Moderado;0,5
01/05/2016;2016;5;maio;0,48;Neutro;Normal;0
01/06/2016;2016;6;junho;0;Neutro;Normal;0
01/07/2016;2016;7;julho;-0,34;Neutro;Normal;0
01/08/2016;2016;8;agosto;-0,57;La Nina;Fraco;-0,5
01/09/2016;2016;9;setembro;-0,68;La Nina;Fraco;-0,5
01/10/2016;2016;10;outubro;-0,74;La Nina;Fraco;-0,5
01/11/2016;2016;11;novembro;-0,71;La Nina;Fraco;-0,5
01/12/2016;2016;12;dezembro;-0,56;La Nina;Fraco;-0,5
01/01/2017;2017;1;janeiro;-0,29;Neutro;Normal;0
01/02/2017;2017;2;fevereiro;-0,06;Neutro;Normal;0
01/03/2017;2017;3;março;0,15;Neutro;Normal;0
01/04/2017;2017;4;abril;0,29;Neutro;Normal;0
01/05/2017;2017;5;maio;0,39;Neutro;Normal;0
01/06/2017;2017;6;junho;0,38;Neutro;Normal;0
01/07/2017;2017;7;julho;0,16;Neutro;Normal;0
01/08/2017;2017;8;agosto;-0,14;Neutro;Normal;0
01/09/2017;2017;9;setembro;-0,44;Neutro;Normal;0
01/10/2017;2017;10;outubro;-0,7;La Nina;Fraco;-0,5
01/11/2017;2017;11;novembro;-0,88;La Nina;Fraco;-0,5
01/12/2017;2017;12;dezembro;-0,97;Neutro;Normal;0
01/01/2018;2018;1;janeiro;-0,87;La Nina;Fraco;-0,5
01/02/2018;2018;2;fevereiro;-0,76;La Nina;Fraco;-0,5
01/03/2018;2018;3;março;-0,6;La Nina;Fraco;-0,5
01/04/2018;2018;4;abril;-0,41;Neutro;Normal;0
01/05/2018;2018;5;maio;-0,13;Neutro;Normal;0
01/06/2018;2018;6;junho;0,06;Neutro;Normal;0
01/07/2018;2018;7;julho;0,11;Neutro;Normal;0
01/08/2018;2018;8;agosto;0,2;Neutro;Normal;0
01/09/2018;2018;9;setembro;0,43;Neutro;Normal;0
01/10/2018;2018;10;outubro;0,7;El Nino;Fraco;0,5
01/11/2018;2018;11;novembro;0,85;El Nino;Fraco;0,5
01/12/2018;2018;12;dezembro;0,81;El Nino;Fraco;0,5
01/01/2019;2019;1;janeiro;0,75;El Nino;Fraco;0,5
01/02/2019;2019;2;fevereiro;0,72;El Nino;Fraco;0,5
01/03/2019;2019;3;março;0,71;El Nino;Fraco;0,5
01/04/2019;2019;4;abril;0,66;El Nino;Fraco;0,5
01/05/2019;2019;5;maio;0,54;El Nino;Fraco;0,5
01/06/2019;2019;6;junho;0,45;Neutro;Normal;0
01/07/2019;2019;7;julho;0,28;Neutro;Normal;0
01/08/2019;2019;8;agosto;0,14;Neutro;Normal;0
01/09/2019;2019;9;setembro;0,19;Neutro;Normal;0
01/10/2019;2019;10;outubro;0,35;Neutro;Normal;0
01/11/2019;2019;11;novembro;0,51;El Nino;Fraco;0,5
01/12/2019;2019;12;dezembro;0,55;El Nino;Fraco;0,5
01/01/2020;2020;1;janeiro;0,5;El Nino;Fraco;0,5
01/02/2020;2020;2;fevereiro;0,48;Neutro;Normal;0
01/03/2020;2020;3;março;0,4;Neutro;Normal;0
01/04/2020;2020;4;abril;0,19;Neutro;Normal;0
01/05/2020;2020;5;maio;-0,08;Neutro;Normal;0
01/06/2020;2020;6;junho;-0,3;Neutro;Normal;0
01/07/2020;2020;7;julho;-0,41;Neutro;Normal;0
01/08/2020;2020;8;agosto;-0,57;La Nina;Fraco;-0,5
01/09/2020;2020;9;setembro;-0,89;La Nina;Fraco;-0,5
01/10/2020;2020;10;outubro;-1,17;La Nina;Moderado;-0,5
01/11/2020;2020;11;novembro;-1,27;La Nina;Moderado;-0,5
01/12/2020;2020;12;dezembro;-1,19;La Nina;Moderado;-0,5
01/01/2021;2021;1;janeiro;-1,05;La Nina;Moderado;-0,5
01/02/2021;2021;2;fevereiro;-0,93;Neutro;Normal;0
01/03/2021;2021;3;março;-0,84;La Nina;Fraco;-0,5
01/04/2021;2021;4;abril;-0,66;La Nina;Fraco;-0,5
01/05/2021;2021;5;maio;-0,48;Neutro;Normal;0
01/06/2021;2021;6;junho;-0,38;Neutro;Normal;0
01/07/2021;2021;7;julho;-0,4;Neutro;Normal;0
01/08/2021;2021;8;agosto;-0,49;Neutro;Normal;0
01/09/2021;2021;9;setembro;-0,67;La Nina;Fraco;-0,5
01/10/2021;2021;10;outubro;-0,81;La Nina;Fraco;-0,5
01/11/2021;2021;11;novembro;-0,98;Neutro;Normal;0
01/12/2021;2021;12;dezembro;-0,98;Neutro;Normal;0
01/01/2022;2022;1;janeiro;-0,97;Neutro;Normal;0
01/02/2022;2022;2;fevereiro;-0,93;Neutro;Normal;0
01/03/2022;2022;3;março;-0,99;Neutro;Normal;0
01/04/2022;2022;4;abril;-1,06;La Nina;Moderado;-0,5
01/05/2022;2022;5;maio;-0,99;Neutro;Normal;0
01/06/2022;2022;6;junho;-0,85;La Nina;Fraco;-0,5
01/07/2022;2022;7;julho;-0,81;La Nina;Fraco;-0,5
01/08/2022;2022;8;agosto;-0,91;Neutro;Normal;0
01/09/2022;2022;9;setembro;-1,01;La Nina;Moderado;-0,5
01/10/2022;2022;10;outubro;-0,99;Neutro;Normal;0
01/11/2022;2022;11;novembro;-0,92;Neutro;Normal;0
01/12/2022;2022;12;dezembro;-0,83;La Nina;Fraco;-0,5
01/01/2023;2023;1;janeiro;-0,68;La Nina;Fraco;-0,5
01/02/2023;2023;2;fevereiro;-0,43;Neutro;Normal;0
01/03/2023;2023;3;março;-0,15;Neutro;Normal;0
01/04/2023;2023;4;abril;0,16;Neutro;Normal;0
01/05/2023;2023;5;maio;0,48;Neutro;Normal;0
01/06/2023;2023;6;junho;0,77;El Nino;Fraco;0,5
01/07/2023;2023;7;julho;1,07;El Nino;Moderado;0,5
01/08/2023;2023;8;agosto;1,32;El Nino;Moderado;0,5
01/09/2023;2023;9;setembro;1,56;El Nino;Forte;0,5
01/10/2023;2023;10;outubro;1,78;El Nino;Forte;0,5
01/11/2023;2023;11;novembro;1,92;Neutro;Normal;0
01/12/2023;2023;12;dezembro;1,95;Neutro;Normal;0
01/01/2024;2024;1;janeiro;1,78;El Nino;Forte;0,5
01/02/2024;2024;2;fevereiro;1,48;Neutro;Normal;0
01/03/2024;2024;3;março;1,14;El Nino;Moderado;0,5
01/04/2024;2024;4;abril;0,71;El Nino;Fraco;0,5
01/05/2024;2024;5;maio;0,39;Neutro;Normal;0
01/06/2024;2024;6;junho;0,15;Neutro;Normal;0
01/07/2024;2024;7;julho;0,04;Neutro;Normal;0
01/08/2024;2024;8;agosto;-0,11;Neutro;Normal;0
01/09/2024;2024;9;setembro;-0,21;Neutro;Normal;0
01/10/2024;2024;10;outubro;-0,26;Neutro;Normal;0
01/11/2024;2024;11;novembro;-0,37;Neutro;Normal;0
01/12/2024;2024;12;dezembro;-0,53;La Nina;Fraco;-0,5
01/01/2025;2025;1;janeiro;-0,59;La Nina;Fraco;-0,5
01/02/2025;2025;2;fevereiro;-0,38;Neutro;Normal;0
01/03/2025;2025;3;março;-0,18;Neutro;Normal;0
01/04/2025;2025;4;abril;-0,09;Neutro;Normal;0
01/05/2025;2025;5;maio;-0,11;Neutro;Normal;0
01/06/2025;2025;6;junho;-0,11;Neutro;Normal;0
01/07/2025;2025;7;julho;-0,19;Neutro;Normal;0
01/08/2025;2025;8;agosto;-0,32;Neutro;Normal;0
01/09/2025;2025;9;setembro;-0,45;Neutro;Normal;0
